8.40218258;	1.92156863
8.40218258;	1.92156863
8.40218258;	2.29411769
8.40218258;	2.64705873
8.41040707;	3.17647052
8.41040707;	2.33333325
8.42285919;	2.25490189
8.42285919;	2.64705873
8.42285919;	3.23529410
8.42285919;	3.29411769
8.43517971;	3.56862736
8.43517971;	3.39215684
8.43517971;	2.92156863
8.43517971;	1.98039210
8.44738579;	3.01960778
8.44738579;	3.09803915
8.44738579;	3.15686274
8.44738579;	2.76470590
8.45553684;	2.45098042
8.45553684;	2.11764717
8.45553684;	2.37254906
8.46788216;	2.92156863
8.46788216;	3.07843137
8.46788216;	3.33333325
8.46788216;	2.86274505
8.48000622;	2.84313726
8.48000622;	2.56862736
8.48000622;	2.90196085
8.48000622;	3.11764717
8.49251556;	3.13725495
8.49251556;	3.29411769
8.49251556;	2.82352948
8.49251556;	2.35294127
8.50072384;	2.27450991
8.50072384;	3.41176462
8.50072384;	3.33333325
8.51338005;	3.35294127
8.51338005;	3.41176462
8.51338005;	3.03921580
8.51338005;	2.05882359
8.52525043;	2.07843137
8.52525043;	2.56862736
8.52525043;	2.43137264
8.52525043;	2.70588231
8.53765297;	2.07843137
8.53765297;	2.21568632
8.53765297;	2.27450991
8.53765297;	2.78431368
8.54560757;	3.01960778
8.54560757;	3.52941179
8.54560757;	3.45098042
8.55796146;	3.00000000
8.55796146;	2.37254906
8.55796146;	2.15686274
8.55796146;	2.92156863
8.57031441;	3.09803915
8.57031441;	2.98039222
8.57031441;	2.98039222
8.57031441;	2.45098042
8.58295536;	2.33333325
8.58295536;	2.56862736
8.58295536;	2.92156863
8.58295536;	3.17647052
8.59106541;	3.64705873
8.59106541;	3.15686274
8.59106541;	2.74509811
8.60307503;	2.43137264
8.60307503;	2.94117641
8.60307503;	3.00000000
8.60307503;	3.00000000
8.61532974;	3.19607854
8.61532974;	2.62745094
8.61532974;	2.17647052
8.61532974;	2.19607854
8.62788010;	2.70588231
8.62788010;	2.94117641
8.62788010;	2.84313726
8.62788010;	2.37254906
8.63580132;	1.86274505
8.63580132;	1.60784316
8.63580132;	1.70588231
8.64808941;	1.96078432
8.64808941;	2.35294127
8.64808941;	2.66666675
8.64808941;	2.29411769
8.66046810;	2.19607854
8.66046810;	1.78431368
8.66046810;	2.52941179
8.66046810;	2.70588231
8.67359161;	2.66666675
8.67359161;	2.96078420
8.67359161;	2.50980401
8.67359161;	1.92156863
8.68103790;	1.84313726
8.68103790;	2.68627453
8.68103790;	2.78431368
8.69322777;	2.98039222
8.69322777;	2.76470590
8.69322777;	2.52941179
8.69322777;	2.15686274
8.70541763;	2.39215684
8.70541763;	2.76470590
8.70541763;	2.94117641
8.70541763;	3.05882359
8.71790981;	2.50980401
8.71790981;	2.07843137
8.71790981;	1.56862748
8.71790981;	2.35294127
8.72580719;	2.33333325
8.72580719;	2.49019599
8.72580719;	2.64705873
8.73838139;	1.96078432
8.73838139;	1.58823526
8.73838139;	1.78431368
8.73838139;	2.41176462
8.75157928;	2.58823538
8.75157928;	3.15686274
8.75157928;	2.86274505
8.75157928;	2.58823538
8.76284313;	2.31372547
8.76284313;	2.66666675
8.76284313;	2.80392146
8.76284313;	2.72549009
8.77102661;	2.84313726
8.77102661;	2.23529410
8.77102661;	1.62745094
8.78349495;	1.60784316
8.78349495;	1.90196073
8.78349495;	2.21568632
8.78349495;	2.52941179
8.79559517;	2.74509811
8.79559517;	2.64705873
8.79559517;	2.17647052
8.79559517;	2.37254906
8.80380344;	3.15686274
8.80380344;	3.27450991
8.81610775;	3.31372547
8.81610775;	2.84313726
8.81610775;	2.45098042
8.81610775;	2.68627453
8.82922268;	2.86274505
8.82922268;	3.07843137
8.82922268;	3.05882359
8.82922268;	2.39215684
8.84057713;	2.09803915
8.84057713;	1.43137252
8.84057713;	2.05882359
8.84057713;	1.96078432
8.84883499;	1.86274505
8.84883499;	2.11764717
8.86153221;	1.05882359
8.86153221;	1.37254906
8.86153221;	2.17647052
8.86153221;	2.58823538
8.87331200;	3.29411769
8.87331200;	2.88235283
8.87331200;	2.68627453
8.87331200;	2.50980401
8.88562489;	2.98039222
8.88562489;	3.13725495
8.88562489;	3.52941179
8.88562489;	3.60784316
8.89401340;	2.94117641
8.89401340;	2.37254906
8.90700626;	2.56862736
8.90700626;	2.90196085
8.90700626;	2.84313726
8.90700626;	3.15686274
8.91858959;	2.92156863
8.91858959;	2.43137264
8.91858959;	2.47058821
8.91858959;	2.88235283
8.93087769;	3.01960778
8.93087769;	2.98039222
8.93087769;	2.29411769
8.93087769;	1.88235295
8.93883228;	1.64705884
8.93883228;	2.13725495
8.95109558;	2.96078420
8.95109558;	3.33333325
8.95109558;	2.74509811
8.95109558;	2.84313726
8.96344852;	2.52941179
8.96344852;	3.35294127
8.96344852;	3.41176462
8.96344852;	3.43137264
8.97588444;	3.50980401
8.97588444;	3.11764717
8.97588444;	2.31372547
8.97588444;	1.60784316
8.98397827;	2.49019599
8.98397827;	2.43137264
8.98397827;	2.29411769
8.99621677;	1.78431368
8.99621677;	1.76470590
8.99621677;	1.54901958
8.99621677;	1.60784316
9.00847244;	1.90196073
9.00847244;	2.33333325
9.00847244;	2.50980401
9.00847244;	2.01960778
9.02074337;	1.78431368
9.02074337;	1.60784316
9.02074337;	2.52941179
9.02074337;	2.90196085
9.02905083;	3.11764717
9.02905083;	3.35294127
9.02905083;	3.07843137
9.04125690;	2.72549009
9.04125690;	2.92156863
9.04125690;	3.54901958
9.04125690;	3.84313726
9.05365944;	3.98039222
9.05365944;	3.66666675
9.05365944;	3.37254906
9.05365944;	3.01960778
9.06586552;	3.05882359
9.06586552;	3.39215684
9.06586552;	3.41176462
9.06586552;	3.09803915
9.07399178;	2.33333325
9.07399178;	1.88235295
9.07399178;	1.29411769
9.08645153;	2.09803915
9.08645153;	2.05882359
9.08645153;	2.09803915
9.08645153;	2.49019599
9.09863281;	1.96078432
9.09863281;	1.43137252
9.09863281;	1.74509799
9.09863281;	2.54901958
9.11096191;	2.74509811
9.11096191;	3.33333325
9.11096191;	2.70588231
9.11096191;	2.58823538
9.11925220;	2.31372547
9.11925220;	2.41176462
9.11925220;	2.74509811
9.13151550;	2.70588231
9.13151550;	2.76470590
9.13151550;	2.19607854
9.13151550;	2.13725495
9.14383698;	1.90196073
9.14383698;	2.86274505
9.14383698;	3.03921580
9.14383698;	3.31372547
9.15603447;	3.52941179
9.15603447;	3.39215684
9.15603447;	2.66666675
9.15603447;	2.43137264
9.16446400;	2.82352948
9.16446400;	2.94117641
9.16446400;	3.00000000
9.17662907;	2.19607854
9.17662907;	1.80392158
9.17662907;	1.52941179
9.17662907;	1.88235295
9.18873692;	2.50980401
9.18873692;	3.01960778
9.18873692;	3.29411769
9.18873692;	3.21568632
9.20118904;	3.11764717
9.20118904;	2.76470590
9.20118904;	3.64705873
9.20118904;	3.52941179
9.20929050;	3.72549009
9.20929050;	3.66666675
9.20929050;	3.31372547
9.22166920;	2.82352948
9.22166920;	3.11764717
9.22166920;	3.70588231
9.22166920;	3.92156863
9.23385048;	4.31372547
9.23385048;	3.52941179
9.23385048;	3.19607854
9.23385048;	3.09803915
9.24618721;	3.29411769
9.24618721;	3.21568632
9.24618721;	3.39215684
9.24618721;	3.45098042
9.25424862;	2.62745094
9.25424862;	2.13725495
9.25424862;	1.80392158
9.26682281;	2.74509811
9.26682281;	2.70588231
9.26682281;	2.70588231
9.26682281;	2.82352948
9.27901268;	2.31372547
9.27901268;	1.49019611
9.27901268;	1.29411769
9.27901268;	1.90196073
9.29117012;	2.01960778
9.29117012;	2.41176462
9.29117012;	2.07843137
9.29117012;	1.80392158
9.29935360;	2.03921580
9.29935360;	2.50980401
9.29935360;	2.78431368
9.31161690;	2.84313726
9.31161690;	3.21568632
9.31161690;	2.62745094
9.31161690;	2.17647052
9.32397842;	2.11764717
9.32397842;	2.64705873
9.32397842;	2.86274505
9.32397842;	3.13725495
9.33634853;	2.92156863
9.33634853;	2.37254906
9.33634853;	1.98039210
9.33634853;	1.92156863
9.34445095;	2.13725495
9.34445095;	2.27450991
9.34445095;	2.56862736
9.35693550;	1.60784316
9.35693550;	1.45098042
9.35693550;	1.45098042
9.35693550;	1.80392158
9.36960030;	2.09803915
9.36960030;	2.52941179
9.36960030;	2.68627453
9.36960030;	2.09803915
9.37741470;	1.84313726
9.37741470;	1.41176474
9.38967037;	2.29411769
9.38967037;	2.49019599
9.38967037;	2.84313726
9.38967037;	2.41176462
9.40203190;	2.07843137
9.40203190;	2.50980401
9.40203190;	2.88235283
9.40203190;	3.05882359
9.41415596;	3.05882359
9.41415596;	2.41176462
9.41415596;	2.00000000
9.41415596;	1.78431368
9.42237282;	1.86274505
9.42237282;	2.33333325
9.43478394;	3.15686274
9.43478394;	2.31372547
9.43478394;	2.43137264
9.43478394;	2.33333325
9.44698143;	2.70588231
9.44698143;	2.80392146
9.44698143;	3.03921580
9.44698143;	3.13725495
9.45916271;	2.70588231
9.45916271;	2.37254906
9.45916271;	2.86274505
9.45916271;	3.07843137
9.46726513;	3.37254906
9.46726513;	3.72549009
9.47967625;	2.52941179
9.47967625;	2.31372547
9.47967625;	2.66666675
9.47967625;	2.82352948
9.49186516;	2.92156863
9.49186516;	3.25490189
9.49186516;	2.64705873
9.49186516;	1.88235295
9.50433350;	1.82352936
9.50433350;	2.17647052
9.50433350;	2.29411769
9.50433350;	2.56862736
9.51240253;	2.17647052
9.51240253;	1.96078432
9.51240253;	1.66666663
9.52486324;	1.88235295
9.52486324;	2.52941179
9.52486324;	2.52941179
9.52486324;	2.82352948
9.53709316;	2.11764717
9.53709316;	1.62745094
9.53709316;	1.29411769
9.53709316;	1.45098042
9.54941463;	1.70588231
9.54941463;	1.68627453
9.54941463;	1.90196073
9.54941463;	1.52941179
9.55804062;	1.39215684
9.55804062;	1.25490201
9.55804062;	2.09803915
9.56977177;	2.39215684
9.56977177;	2.31372547
9.56977177;	2.31372547
9.56977177;	2.21568632
9.58213329;	1.54901958
9.58213329;	1.78431368
9.58213329;	2.82352948
9.58213329;	2.90196085
9.59446239;	3.29411769
9.59446239;	2.49019599
9.59446239;	2.31372547
9.59446239;	1.78431368
9.60267067;	2.23529410
9.60267067;	2.54901958
9.60267067;	2.62745094
9.61495876;	3.07843137
9.61495876;	2.86274505
9.61495876;	2.94117641
9.61495876;	2.66666675
9.62714863;	3.66666675
9.62714863;	3.98039222
9.62714863;	4.33333349
9.62714863;	4.00000000
9.63946915;	3.70588231
9.63946915;	3.25490189
9.63946915;	3.56862736
9.63946915;	3.60784316
9.64764500;	3.43137264
9.64764500;	3.70588231
9.64764500;	3.09803915
9.65995693;	2.49019599
9.65995693;	2.25490189
9.65995693;	2.58823538
9.65995693;	2.98039222
9.67230225;	2.84313726
9.67230225;	3.27450991
9.67230225;	3.03921580
9.67230225;	2.66666675
9.68598366;	2.74509811
9.68598366;	3.86274505
9.68598366;	3.90196085
9.68598366;	4.19607830
9.69330692;	3.41176462
9.69330692;	3.09803915
9.69330692;	2.49019599
9.70502949;	2.35294127
9.70502949;	2.68627453
9.70502949;	2.76470590
9.70502949;	2.98039222
9.71738338;	2.33333325
9.71738338;	2.09803915
9.71738338;	1.66666663
9.71738338;	2.37254906
9.72967911;	2.50980401
9.72967911;	2.80392146
9.72967911;	2.88235283
9.72967911;	2.47058821
9.73784637;	2.09803915
9.73784637;	1.56862748
9.73784637;	1.94117641
9.75004482;	1.88235295
9.75004482;	2.11764717
9.75004482;	1.66666663
9.75004482;	1.29411769
9.76252079;	1.31372547
9.76252079;	1.80392158
9.76252079;	2.41176462
9.76252079;	2.80392146
9.77539063;	3.27450991
9.77539063;	2.64705873
9.77539063;	2.47058821
9.77539063;	2.13725495
9.78272247;	2.82352948
9.78272247;	2.82352948
9.78272247;	2.98039222
9.79505157;	3.35294127
9.79505157;	2.82352948
9.79505157;	2.76470590
9.79505157;	2.76470590
9.80738831;	3.43137264
9.80738831;	3.94117641
9.80738831;	4.17647076
9.80738831;	3.60784316
9.81991386;	3.21568632
9.81991386;	2.86274505
9.81991386;	2.70588231
9.81991386;	3.11764717
9.82804871;	3.27450991
9.82804871;	3.47058821
9.82804871;	3.15686274
9.84027958;	2.62745094
9.84027958;	2.49019599
9.84027958;	3.01960778
9.84027958;	3.09803915
9.85257530;	2.80392146
9.85257530;	2.82352948
9.85257530;	2.39215684
9.85257530;	1.80392158
9.86476517;	1.60784316
9.86476517;	2.47058821
9.86476517;	2.41176462
9.86476517;	2.66666675
9.87300682;	2.23529410
9.87300682;	2.09803915
9.87300682;	1.74509799
9.88516331;	1.54901958
9.88516331;	2.19607854
9.88516331;	2.52941179
9.88516331;	2.54901958
9.89749241;	2.25490189
9.89749241;	1.70588231
9.89749241;	1.56862748
9.89749241;	2.13725495
9.90565968;	2.50980401
9.90565968;	2.49019599
9.91815281;	2.23529410
9.91815281;	1.88235295
9.91815281;	2.05882359
9.91815281;	2.33333325
9.93099785;	2.78431368
9.93099785;	3.35294127
9.93099785;	2.86274505
9.93099785;	2.64705873
9.94254017;	2.35294127
9.94254017;	2.37254906
9.94254017;	2.74509811
9.94254017;	2.92156863
9.95068359;	3.25490189
9.95068359;	2.47058821
9.96300411;	2.15686274
9.96300411;	2.88235283
9.96300411;	3.52941179
9.96300411;	3.37254906
9.97555447;	3.64705873
9.97555447;	3.25490189
9.97555447;	2.47058821
9.97555447;	2.58823538
9.98785877;	3.00000000
9.98785877;	3.09803915
9.98785877;	3.23529410
9.98785877;	2.72549009
9.99593544;	2.50980401
9.99593544;	2.29411769
10.00827312;	3.00000000
10.00827312;	3.25490189
10.00827312;	3.60784316
10.00827312;	3.21568632
10.02047062;	2.74509811
10.02047062;	2.74509811
10.02047062;	3.19607854
10.02047062;	3.47058821
10.03273392;	3.52941179
10.03273392;	3.60784316
10.03273392;	3.01960778
10.03273392;	2.49019599
10.04080296;	2.39215684
10.04080296;	2.76470590
10.05332851;	3.15686274
10.05332851;	2.21568632
10.05332851;	2.07843137
10.05332851;	1.84313726
10.06567383;	1.76470590
10.06567383;	2.05882359
10.06567383;	2.43137264
10.06567383;	2.70588231
10.07768345;	2.09803915
10.07768345;	1.86274505
10.07768345;	1.54901958
10.07768345;	2.23529410
10.08612156;	2.25490189
10.08612156;	2.15686274
10.08612156;	2.11764717
10.09847546;	1.74509799
10.09847546;	1.33333337
10.09847546;	1.37254906
10.09847546;	2.21568632
10.11046028;	2.60784316
10.11046028;	3.03921580
10.11046028;	2.72549009
10.11046028;	2.50980401
10.12286282;	2.37254906
10.12286282;	2.37254906
10.12286282;	2.90196085
10.12286282;	2.82352948
10.13106251;	2.98039222
10.13106251;	2.37254906
10.13106251;	2.25490189
10.14340782;	2.11764717
10.14340782;	2.74509811
10.14340782;	2.88235283
10.14340782;	3.23529410
10.15576172;	3.19607854
10.15576172;	2.80392146
10.15576172;	2.35294127
10.15576172;	2.19607854
10.16795158;	2.64705873
10.16795158;	2.52941179
10.16795158;	3.07843137
10.16795158;	2.05882359
10.17629051;	1.86274505
10.17629051;	1.50980389
10.17629051;	1.82352936
10.18830872;	2.35294127
10.18830872;	2.64705873
10.18830872;	2.80392146
10.18830872;	2.33333325
10.20055580;	2.17647052
10.20055580;	1.90196073
10.20055580;	2.64705873
10.20055580;	2.86274505
10.21287632;	3.17647052
10.21287632;	3.05882359
10.21287632;	2.76470590
10.21287632;	1.92156863
10.22119904;	2.13725495
10.22119904;	2.50980401
10.22119904;	2.15686274
10.23341370;	2.37254906
10.23341370;	1.70588231
10.23341370;	1.43137252
10.23341370;	1.00000000
10.24577522;	1.56862748
10.24577522;	1.92156863
10.24577522;	2.29411769
10.24577522;	2.66666675
10.25789928;	2.25490189
10.25789928;	2.27450991
10.25789928;	1.98039210
10.25789928;	2.92156863
10.26622295;	3.37254906
10.26622295;	3.49019599
10.26622295;	3.25490189
10.27851105;	2.88235283
10.27851105;	2.33333325
10.27851105;	2.13725495
10.27851105;	2.39215684
10.29114246;	2.39215684
10.29114246;	3.00000000
10.29114246;	2.21568632
10.29114246;	2.07843137
10.30303764;	1.58823526
10.30303764;	2.19607854
10.30303764;	2.45098042
10.30303764;	2.58823538
10.31135273;	2.49019599
10.31135273;	2.07843137
10.31135273;	1.76470590
10.32367325;	1.47058821
10.32367325;	2.33333325
10.32367325;	2.78431368
10.32367325;	3.01960778
10.33600235;	3.43137264
10.33600235;	3.29411769
10.33600235;	2.94117641
10.33600235;	3.05882359
10.34815121;	3.50980401
10.34815121;	3.27450991
10.34815121;	3.66666675
10.34815121;	2.80392146
10.35630989;	2.47058821
10.35630989;	2.23529410
10.35630989;	2.80392146
10.36868858;	3.07843137
10.36868858;	3.56862736
10.36868858;	3.66666675
10.36868858;	3.15686274
10.38099289;	2.70588231
10.38099289;	2.96078420
10.38099289;	3.25490189
10.38099289;	3.29411769
10.39337921;	3.31372547
10.39337921;	3.21568632
10.39337921;	2.62745094
10.39337921;	2.35294127
10.40151310;	2.45098042
10.40151310;	2.78431368
10.40151310;	2.96078420
10.41374397;	3.58823538
10.41374397;	3.00000000
10.41374397;	2.58823538
10.41374397;	2.54901958
10.42594242;	3.00000000
10.42594242;	3.01960778
10.42594242;	3.56862736
10.42594242;	3.62745094
10.43424034;	2.98039222
10.43424034;	2.47058821
10.44650364;	3.11764717
10.44650364;	3.09803915
10.44650364;	3.41176462
10.44650364;	3.29411769
10.45903778;	2.96078420
10.45903778;	2.70588231
10.45903778;	2.90196085
10.45903778;	3.39215684
10.47118664;	3.41176462
10.47118664;	3.62745094
10.47118664;	2.80392146
10.47118664;	2.31372547
10.47934532;	1.76470590
10.47934532;	2.21568632
10.49138832;	2.52941179
10.49138832;	3.23529410
10.49138832;	3.05882359
10.49138832;	2.82352948
10.50379848;	2.66666675
10.50379848;	3.84313726
10.50379848;	3.72549009
10.50379848;	3.60784316
10.51596355;	3.37254906
10.51596355;	2.66666675
10.51596355;	2.07843137
10.51596355;	1.90196073
10.52434444;	2.47058821
10.52434444;	2.49019599
10.53660774;	2.31372547
10.53660774;	1.74509799
10.53660774;	1.50980389
10.53660774;	2.17647052
10.54896927;	2.21568632
10.54896927;	2.43137264
10.54896927;	2.72549009
10.54896927;	2.01960778
10.56122494;	1.74509799
10.56122494;	1.47058821
10.56122494;	2.13725495
10.56122494;	2.03921580
10.56949043;	2.27450991
10.56949043;	2.07843137
10.58175373;	1.50980389
10.58175373;	1.47058821
10.58175373;	2.25490189
10.58175373;	2.33333325
10.59396839;	2.54901958
10.59396839;	1.98039210
10.59396839;	1.98039210
10.59396839;	1.88235295
10.60632133;	2.25490189
10.60632133;	2.35294127
10.60632133;	2.50980401
10.60632133;	2.70588231
10.61457062;	2.11764717
10.61457062;	1.54901958
10.61457062;	1.54901958
10.62694931;	2.64705873
10.62694931;	2.88235283
10.62694931;	2.84313726
10.62694931;	2.64705873
10.63908100;	2.41176462
10.63908100;	2.19607854
10.63908100;	2.15686274
10.63908100;	2.78431368
10.65138626;	3.19607854
10.65138626;	3.64705873
10.65138626;	2.84313726
10.65138626;	2.72549009
10.65970898;	2.25490189
10.65970898;	2.49019599
10.65970898;	2.47058821
10.67178440;	2.82352948
10.67178440;	2.76470590
10.67178440;	2.15686274
10.67178440;	1.54901958
10.68416214;	1.70588231
10.68416214;	2.13725495
10.68416214;	2.50980401
10.68416214;	2.52941179
10.69646645;	2.43137264
10.69646645;	2.39215684
10.69646645;	2.07843137
10.69646645;	2.09803915
10.70472431;	2.54901958
10.70472431;	2.90196085
10.70472431;	3.17647052
10.71690559;	2.56862736
10.71690559;	2.31372547
10.71690559;	1.90196073
10.71690559;	2.58823538
10.72910309;	2.74509811
10.72910309;	3.03921580
10.72910309;	3.43137264
10.72910309;	2.98039222
10.74143219;	2.76470590
10.74143219;	2.90196085
10.74143219;	3.74509811
10.74143219;	3.58823538
10.74966526;	3.74509811
10.74966526;	3.52941179
10.74966526;	3.17647052
10.76210117;	2.27450991
10.76210117;	2.11764717
10.76210117;	2.56862736
10.76210117;	2.62745094
10.77456856;	2.82352948
10.77456856;	2.13725495
10.77456856;	2.00000000
10.77456856;	1.45098042
10.78666878;	1.84313726
10.78666878;	2.00000000
10.78666878;	2.05882359
10.78666878;	2.05882359
10.79472160;	1.68627453
10.79472160;	1.31372547
10.79472160;	1.66666663
10.80701733;	2.72549009
10.80701733;	3.05882359
10.80701733;	3.62745094
10.80701733;	3.49019599
10.81933022;	3.19607854
10.81933022;	3.29411769
10.81933022;	3.64705873
10.81933022;	3.64705873
10.83164215;	3.98039222
10.83164215;	4.15686274
10.83164215;	3.27450991
10.83164215;	2.70588231
10.83999062;	2.19607854
10.83999062;	2.72549009
10.83999062;	2.76470590
10.85213089;	2.70588231
10.85213089;	2.86274505
10.85213089;	2.21568632
10.85213089;	2.05882359
10.86430454;	1.50980389
10.86430454;	2.17647052
10.86430454;	2.62745094
10.86430454;	2.56862736
10.87682152;	2.43137264
10.87682152;	2.31372547
10.87682152;	2.07843137
10.87682152;	2.09803915
10.88467789;	2.86274505
10.88467789;	2.56862736
10.88467789;	2.50980401
10.89720345;	1.92156863
10.89720345;	1.76470590
10.89720345;	1.15686274
10.89720345;	1.64705884
10.90938473;	2.01960778
10.90938473;	2.27450991
10.90938473;	2.23529410
10.90938473;	1.98039210
10.92181206;	1.70588231
10.92181206;	1.80392158
10.92181206;	2.41176462
10.92181206;	2.68627453
10.93008614;	2.82352948
10.93008614;	2.78431368
10.93008614;	2.19607854
10.94211960;	1.98039210
10.94211960;	2.03921580
10.94211960;	2.58823538
10.94211960;	2.68627453
10.95447350;	2.90196085
10.95447350;	2.41176462
10.95447350;	1.80392158
10.95447350;	1.64705884
10.96261597;	2.17647052
10.96261597;	2.90196085
10.97488022;	3.29411769
10.97488022;	2.98039222
10.97488022;	2.66666675
10.97488022;	2.54901958
10.98714352;	3.17647052
10.98714352;	3.45098042
10.98714352;	3.86274505
10.98714352;	3.11764717
11.00007057;	3.01960778
11.00007057;	2.96078420
11.00007057;	3.19607854
11.00007057;	3.37254906
11.00776196;	3.43137264
11.00776196;	3.68627453
11.01986217;	2.66666675
11.01986217;	2.17647052
11.01986217;	2.74509811
11.01986217;	3.03921580
11.03236294;	2.94117641
11.03236294;	3.23529410
11.03236294;	2.92156863
11.03236294;	2.37254906
11.04463482;	2.74509811
11.04463482;	3.35294127
11.04463482;	3.62745094
11.04463482;	3.86274505
11.05265427;	3.21568632
11.05265427;	3.09803915
11.06494236;	2.58823538
11.06494236;	2.98039222
11.06494236;	3.21568632
11.06494236;	3.50980401
11.07759094;	2.50980401
11.07759094;	2.41176462
11.07759094;	2.19607854
11.07759094;	2.70588231
11.08982944;	3.07843137
11.08982944;	2.98039222
11.08982944;	3.11764717
11.08982944;	2.80392146
11.09776783;	2.49019599
11.09776783;	2.13725495
11.11035919;	3.29411769
11.11035919;	3.25490189
11.11035919;	2.45098042
11.11035919;	2.13725495
11.12233543;	1.98039210
11.12233543;	1.64705884
11.12233543;	2.03921580
11.12233543;	2.27450991
11.13462353;	2.31372547
11.13462353;	1.74509799
11.13462353;	1.52941179
11.13462353;	1.01960790
11.14303684;	1.90196073
11.14303684;	2.01960778
11.14303684;	2.13725495
11.15572643;	2.50980401
11.15572643;	1.92156863
11.15572643;	1.56862748
11.15572643;	1.88235295
11.16750622;	2.17647052
11.16750622;	2.37254906
11.16750622;	2.90196085
11.16750622;	2.43137264
11.17976189;	2.15686274
11.17976189;	2.15686274
11.17976189;	2.43137264
11.17976189;	2.80392146
11.18810081;	3.00000000
11.18810081;	3.29411769
11.18810081;	2.54901958
11.20015144;	2.07843137
11.20015144;	1.60784316
11.20015144;	2.21568632
11.20015144;	2.43137264
11.21255398;	2.52941179
11.21255398;	2.43137264
11.21255398;	1.86274505
11.21255398;	1.60784316
11.22503090;	1.58823526
11.22503090;	2.15686274
11.22503090;	2.21568632
11.22503090;	2.86274505
11.23331261;	2.37254906
11.23331261;	2.09803915
11.23331261;	2.07843137
11.24552727;	2.23529410
11.24552727;	2.62745094
11.24552727;	2.98039222
11.24552727;	3.21568632
11.25772476;	2.68627453
11.25772476;	2.47058821
11.25772476;	2.43137264
11.25772476;	3.00000000
11.26992321;	3.17647052
11.26992321;	3.13725495
11.26992321;	3.27450991
11.26992321;	2.72549009
11.27813148;	2.19607854
11.27813148;	1.56862748
11.27813148;	2.39215684
11.29041958;	2.43137264
11.29041958;	2.37254906
11.29041958;	2.03921580
11.29041958;	1.92156863
11.30290413;	1.84313726
11.30290413;	2.66666675
11.30290413;	3.25490189
11.30290413;	3.68627453
11.31573296;	4.05882359
11.31573296;	3.45098042
11.31573296;	3.17647052
11.31573296;	2.70588231
11.32326126;	3.37254906
11.32326126;	3.47058821
11.32326126;	3.07843137
11.33537674;	2.88235283
11.33537674;	2.47058821
11.33537674;	1.68627453
11.33537674;	1.62745094
11.34771442;	2.27450991
11.34771442;	2.41176462
11.34771442;	2.98039222
11.34771442;	2.74509811
11.36012459;	2.68627453
11.36012459;	2.41176462
11.36012459;	2.88235283
11.36012459;	3.17647052
11.36840725;	3.21568632
11.36840725;	3.43137264
11.36840725;	2.86274505
11.38059711;	2.66666675
11.38059711;	2.41176462
11.38059711;	3.21568632
11.38059711;	3.39215684
11.39290142;	3.37254906
11.39290142;	3.27450991
11.39290142;	3.05882359
11.39290142;	2.56862736
11.40580368;	2.60784316
11.40580368;	2.76470590
11.40580368;	3.00000000
11.40580368;	3.50980401
11.41342163;	2.62745094
